url,poster,post_date,content,hashtag,like_num,comment_num,comment_person,comment,comment_date
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,izzy ,the Jon Bellion-ification of the Jonas Brothers !!!!!,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,Meg ,sweet MAMA it’s the jonas brothers - hannah montana (& me),1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,neHA ,Jonas Brothers and Jon Bellion getting the flowers they deserve !,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,Jacob ,Jon Bellion writing for Jonas Brothers is going to be SO GOOD,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,User1234321 ,JON BELLION RETURNS,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,Will Nordt ,Nice work @jonbellion,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,Melodi 🎶 ,THANK YOU JON BELLION!!!!!!!!!!!!!!!!!!!,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,melon ,JON BELLION KNEWWWWW,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,Vladislav Kropacek ,Wooooow 😄,1-30
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,Doug The Pug ,LETS GOOOO,1-30
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,Lo ,Jon B is alllll over this album. I am so excited 😍🙌🏻,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,_clariel ,THE KING JON BELLION SLAYING THE INDUSTRY YET AGAIN 👏,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,Allison 🥁 ,Jon Bellion,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,robandhaley ,I CANT WAIT,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,Leah 🧇 ,I am so beyond excited for this album I can’t even put it into words,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,freakinkatee ,Jon went off with this production,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,Jess💜 ,So excited for this new Jonas era!,1-30
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,Luke Lilienthal ,I can just HEAR jon,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,Gab ,THE SEVENTH ALBUM,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,JenXer ,The dopamine hit when that chorus kicks in and the echo of give me wings to fly. 🙌🏼,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,Brianna Lee ,@courtneyables07 that means a tour is coming,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,everybodys_pal_al ,DADDY ERA UNLOCKED 🔐🔐🔐,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,Lauren Lyens 🙃 ,Thanks for giving me a new album for my 28th birthday ❤️❤️5 days before and I will listen NONSTOP,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,nat ,@B I’m a Joe girl now,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,heyemmyruth ,HAPPY BIRTHDAY TO ME! it’s not until october but still.. I’ll count it as an early birthday present 😏😍,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,noadusink ,@kim groovyy,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,GameOvary ,Sounds like Harry styles,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,Gabby Davis ,@taryn801 they’re next tour we need to go to!,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,Meghan Connolly ,@Katie Connolly @mellett2468 assemble????,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,SONIC Drive-In ,so you’re telling us we have until May 5th!? that’s like 95 days!!!,1-30
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,lisa ,also kevin i see you,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,Brayden M. F. Johnson ,Well I have to admit they are very handsome 😳,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,🤠 ,anybody else hear some weird popping sounds or like bubbles..kinda like underwater sounds????,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,Kaitlyn H. Ellgen ,THE SEVENTH ALBUM???,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,Emily Nelson ,OHHH IM PUMPED,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,Jess Muldowney ,I’m embarrassed to admit how many times I’ve let this repeat just so I can listen to the snippet of Wings! I’m so excited for this song and album. 🥰,1-31
https://www.tiktok.com/@jonasbrothers/video/7194577630904012075?q=Jonas%20Brothers%20the%20album&t=1687292130667,jonasbrothers,1-30,THE ALBUM. May 5th. Pre-save now at jonasbrothers.com,,76.2K,1065,Jess💜 ,When will we get WINGS?!,1-30
